lot	product	step	tool	machine	start_time	end_time
948	3	227	lithotrack_fe_115	1101	0.0	177.0
2194	4	23	we_fe_108	1369	0.0	58.0
1101	3	148	litho_fe_111	984	0.0	190.0
311	3	438	litho_be_99	978	0.0	141.0
1672	4	236	delay_32	378	0.0	14400.0
912	3	213	delay_32	379	0.0	10800.0
514	3	364	de_fe_72	218	0.0	9888.0
1682	4	230	we_be_82	1351	0.0	37.0
223	3	480	de_be_13	21	0.0	6463.0
2026	4	100	dielectric_fe_30	831	0.0	2005.0
1296	3	64	litho_fe_98	1038	0.0	87.0
1146	3	140	de_fe_59	149	0.0	9383.0
2007	4	107	lithotrack_fe_115	1102	0.0	160.0
536	3	373	dielectric_fe_130	826	0.0	2961.0
72	3	548	tf_be_40	1280	0.0	5189.0
7	3	563	tf_be_2	1237	0.0	3825.0
1730	4	196	we_fe_85	1441	0.0	46.0
1170	3	117	de_fe_71	191	0.0	5998.0
1637	4	258	we_be_82	1352	0.0	70.0
1164	3	117	de_fe_71	192	0.0	5998.0
647	3	316	delay_32	380	0.0	14400.0
1802	4	198	lithotrack_fe_115	1103	0.0	195.0
609	3	318	dielectric_fe_130	827	0.0	3195.0
1752	4	204	de_fe_86	230	0.0	5985.0
1070	3	150	litho_reg_fe_64	1051	0.0	1516.0
1591	4	288	de_be_13	22	0.0	5292.0
1251	3	84	litho_fe_111	985	0.0	101.0
2068	4	81	lithomet_fe_19	1080	0.0	1637.0
1943	4	148	litho_fe_111	986	0.0	149.0
37	3	575	dielectric_be_28	806	0.0	2090.0
1115	3	144	defmet_fe_10	365	0.0	1754.0
1111	3	153	de_fe_86	231	0.0	9947.0
2147	4	35	litho_fe_92	1008	0.0	133.0
1640	4	244	tf_be_23	1241	0.0	5219.0
1855	4	174	tf_fe_5	1323	0.0	3876.0
997	3	195	litho_fe_111	987	0.0	176.0
166	3	483	tf_be_23	1242	0.0	3912.0
1304	3	61	de_fe_86	232	0.0	9343.0
59	3	542	de_be_65	60	0.0	8935.0
1554	4	300	litho_be_110	949	0.0	158.0
540	3	360	lithotrack_fe_115	1104	0.0	171.0
2114	4	64	de_fe_86	233	0.0	9343.0
1523	4	321	de_be_13	23	0.0	4719.0
937	3	231	we_fe_108	1370	0.0	53.0
232	3	454	we_be_82	1353	0.0	44.0
616	3	333	we_fe_41	1403	0.0	44.0
1091	3	168	we_fe_108	1371	0.0	58.0
1857	4	169	we_fe_108	1372	0.0	66.0
1897	4	156	de_fe_86	234	0.0	7410.0
349	3	409	delay_32	381	0.0	7200.0
1784	4	189	litho_fe_92	1009	0.0	198.0
1480	4	330	tf_be_26	1266	0.0	3633.0
2022	4	97	planar_fe_77	1226	0.0	2586.0
66	3	543	we_be_9	1361	0.0	62.0
1003	3	195	litho_fe_111	988	0.0	176.0
2185	4	26	diffusion_fe_44	890	0.0	20999.0
1773	4	185	litho_fe_92	1010	0.0	155.0
2182	4	33	lithotrack_fe_95	1155	0.0	167.0
249	3	480	de_be_13	24	0.0	6463.0
1007	3	176	de_fe_51	114	0.0	10379.0
2209	4	14	lithotrack_fe_115	1105	0.0	160.0
182	3	509	dielectric_be_21	783	0.0	2217.0
2079	4	74	litho_fe_111	989	0.0	166.0
2043	4	96	diffusion_fe_127	881	0.0	19064.0
1774	4	189	litho_fe_92	1011	0.0	198.0
1724	4	213	lithotrack_fe_95	1156	0.0	194.0
2020	4	100	dielectric_fe_30	832	0.0	2005.0
1912	4	164	litho_fe_111	990	0.0	186.0
401	3	425	we_be_82	1354	0.0	37.0
1873	4	156	de_fe_86	235	0.0	7410.0
1691	4	234	lithotrack_fe_95	1157	0.0	149.0
538	3	364	de_fe_72	219	0.0	9888.0
928	3	224	de_fe_86	236	0.0	9459.0
870	3	252	de_fe_62	164	0.0	10126.0
1133	3	148	litho_fe_111	991	0.0	190.0
526	3	348	lithotrack_fe_115	1106	0.0	99.0
1680	4	232	lithotrack_be_117	1096	0.0	171.0
1996	4	114	de_fe_86	237	0.0	9009.0
1612	4	276	we_be_82	1355	0.0	52.0
103	3	517	lithotrack_fe_95	1158	0.0	191.0
340	3	423	tf_be_26	1267	0.0	4569.0
1103	3	148	litho_fe_111	992	0.0	190.0
1744	4	202	de_fe_72	220	0.0	3777.0
640	3	331	de_fe_86	238	0.0	8529.0
107	3	551	dielectric_be_28	807	0.0	2751.0
761	3	274	de_fe_62	165	0.0	3787.0
1944	4	148	litho_fe_111	993	0.0	149.0
828	3	265	delay_32	382	0.0	10800.0
135	3	521	de_be_65	61	0.0	4911.0
170	3	496	litho_be_110	950	0.0	165.0
136	3	501	de_be_13	25	0.0	5292.0
1118	3	112	litho_fe_92	1012	0.0	183.0
189	3	463	we_be_16	1337	0.0	70.0
1320	3	48	delay_32	383	0.0	14400.0
522	3	373	dielectric_fe_130	824	2961.0	5922.0
1571	4	267	de_be_13	26	0.0	6463.0
513	3	375	planar_fe_80	1235	0.0	2320.0
582	3	331	de_fe_86	239	0.0	8529.0
93	3	551	dielectric_be_28	808	0.0	2751.0
2125	4	57	dielectric_fe_112	814	0.0	1999.0
1763	4	215	de_be_12	10	0.0	10202.0
512	3	361	litho_fe_92	1013	0.0	194.0
1479	4	321	de_be_13	27	0.0	4719.0
1283	3	71	litho_fe_98	1039	0.0	198.0
683	3	305	litho_fe_111	994	0.0	186.0
2163	4	40	de_fe_59	150	0.0	6506.0
1793	4	185	litho_fe_92	1014	0.0	155.0
1602	4	258	we_be_82	1356	0.0	70.0
2211	4	13	lithotrack_fe_115	1107	0.0	130.0
146	3	500	we_be_9	1362	0.0	63.0
468	3	379	dielectric_be_20	779	0.0	2018.0
35	3	554	we_be_82	1357	0.0	57.0
1123	3	141	we_fe_108	1373	0.0	60.0
296	3	438	litho_be_99	979	0.0	141.0
1314	3	57	litho_fe_111	995	0.0	115.0
983	3	153	de_fe_86	240	0.0	9947.0
969	3	198	de_fe_51	115	0.0	7557.0
515	3	373	dielectric_fe_130	825	2961.0	5922.0
592	3	338	we_fe_108	1374	0.0	67.0
152	3	520	litho_reg_be_63	1043	0.0	1728.0
1914	4	148	litho_fe_111	996	0.0	149.0
1614	4	267	de_be_13	28	0.0	6463.0
1580	4	258	we_be_82	1358	0.0	70.0
1573	4	257	we_be_14	1331	0.0	64.0
2206	4	19	implant_128	918	0.0	68.0
1023	3	185	de_fe_62	166	0.0	10179.0
533	3	364	de_fe_72	221	0.0	9888.0
564	3	350	litho_fe_92	1015	0.0	140.0
891	3	252	de_fe_62	167	0.0	10126.0
1328	3	42	delay_32	384	0.0	10800.0
2021	4	97	planar_fe_77	1227	0.0	2586.0
1509	4	316	litho_be_110	951	0.0	100.0
752	3	282	tf_fe_3	1321	0.0	4822.0
207	3	499	de_be_65	62	0.0	5528.0
1804	4	184	lithotrack_fe_115	1108	0.0	192.0
312	3	441	we_be_16	1338	0.0	67.0
571	3	348	lithotrack_fe_115	1109	0.0	99.0
363	3	430	de_be_50	51	0.0	5060.0
1166	3	125	litho_fe_92	1016	0.0	153.0
1202	3	101	planar_fe_77	1226	2586.0	5172.0
539	3	354	de_fe_86	241	0.0	10409.0
14	3	570	de_be_48	41	0.0	9763.0
2036	4	96	diffusion_fe_127	882	0.0	19064.0
196	3	451	dielectric_be_20	780	0.0	3407.0
88	3	559	de_be_48	42	0.0	7043.0
1512	4	321	de_be_13	29	0.0	4719.0
160	3	523	de_be_13	30	0.0	7050.0
1273	3	71	litho_fe_98	1040	0.0	198.0
1526	4	305	de_be_13	31	0.0	7050.0
236	3	496	litho_be_110	952	0.0	165.0
444	3	397	lithotrack_fe_95	1159	0.0	96.0
1762	4	202	de_fe_72	222	0.0	3777.0
1041	3	179	implant_128	919	0.0	58.0
1174	3	112	litho_fe_92	1017	0.0	183.0
1613	4	272	planar_be_75	1203	0.0	3848.0
1182	3	112	litho_fe_92	1018	0.0	183.0
2146	4	49	delay_32	385	0.0	14400.0
1707	4	226	dielectric_be_20	781	0.0	3051.0
1294	3	64	litho_fe_98	1041	0.0	87.0
1834	4	172	delay_32	386	0.0	7200.0
2023	4	96	diffusion_fe_127	883	0.0	19064.0
1129	3	129	we_fe_108	1375	0.0	63.0
317	3	291	lithotrack_fe_95	1160	0.0	102.0
825	3	256	dielectric_fe_31	835	0.0	2235.0
153	3	451	dielectric_be_20	782	0.0	3407.0
801	3	266	de_fe_62	168	0.0	8700.0
284	3	453	tf_be_26	1268	0.0	3733.0
535	3	362	lithomet_fe_19	1081	0.0	986.0
1323	3	52	dielectric_fe_112	815	0.0	2155.0
911	3	227	lithotrack_fe_115	1110	0.0	177.0
2168	4	38	de_fe_71	193	0.0	9844.0
669	3	318	dielectric_fe_130	826	2961.0	6156.0
121	3	544	de_be_13	32	0.0	4719.0
1882	4	168	we_fe_108	1376	0.0	59.0
832	3	266	de_fe_62	169	0.0	8700.0
2091	4	75	lithomet_fe_19	1082	0.0	1705.0
783	3	266	de_fe_62	170	0.0	8700.0
1958	4	145	de_fe_86	242	0.0	7571.0
1354	3	32	litho_fe_92	1019	0.0	133.0
1713	4	210	litho_fe_92	1020	0.0	199.0
1471	4	336	de_be_48	43	0.0	7043.0
1318	3	57	litho_fe_111	997	0.0	115.0
1293	3	64	litho_fe_98	1042	0.0	87.0
54	3	554	we_be_82	1359	0.0	57.0
279	3	449	planar_be_75	1204	0.0	3817.0
281	3	459	de_be_67	95	0.0	8420.0
917	3	224	de_fe_86	243	0.0	9459.0
111	3	547	tf_be_23	1243	0.0	4582.0
913	3	251	implant_90	939	0.0	83.0
2039	4	88	delay_32	387	0.0	14400.0
1142	3	145	delay_32	388	0.0	7200.0
899	3	250	dielectric_fe_29	829	0.0	2792.0
1578	4	294	planar_be_75	1205	0.0	3081.0
1365	3	31	lithotrack_fe_115	1111	0.0	101.0
283	3	450	dielectric_be_27	791	0.0	2562.0
2124	4	57	dielectric_fe_112	816	0.0	1999.0
76	3	549	planar_be_75	1206	0.0	4013.0
1287	3	71	litho_fe_98	1038	87.0	285.0
1198	3	101	planar_fe_77	1227	2586.0	5172.0
946	3	236	de_fe_58	145	0.0	5306.0
996	3	205	we_fe_108	1377	0.0	43.0
1998	4	108	litho_fe_92	1021	0.0	183.0
1721	4	222	tf_be_40	1281	0.0	4277.0
1957	4	141	litho_fe_111	998	0.0	120.0
1695	4	241	de_be_11	0	0.0	6892.0
2118	4	60	litho_fe_111	999	0.0	115.0
304	3	440	de_be_67	96	0.0	5206.0
1878	4	164	litho_fe_111	1000	0.0	186.0
2001	4	97	planar_fe_77	1226	5172.0	7758.0
1924	4	145	de_fe_86	244	0.0	7571.0
463	3	383	we_be_82	1360	0.0	71.0
1894	4	164	litho_fe_111	1001	0.0	186.0
629	3	327	implant_128	920	0.0	47.0
2000	4	114	de_fe_86	245	0.0	9009.0
1964	4	130	litho_fe_92	1022	0.0	119.0
604	3	321	tf_fe_104	1308	0.0	4177.0
1094	3	158	litho_fe_111	1002	0.0	186.0
62	3	555	lithotrack_fe_95	1161	0.0	164.0
1270	3	78	litho_fe_111	985	101.0	267.0
421	3	410	de_be_12	11	0.0	10202.0
1203	3	100	diffusion_fe_127	884	0.0	19064.0
2106	4	67	litho_fe_98	1041	87.0	285.0
758	3	42	delay_32	389	0.0	10800.0
744	3	270	delay_32	390	0.0	7200.0
694	3	284	tf_fe_103	1304	0.0	5353.0
2117	4	67	litho_fe_98	1042	87.0	285.0
989	3	200	implant_128	921	0.0	66.0
1105	3	157	lithotrack_fe_115	1112	0.0	175.0
382	3	430	de_be_50	52	0.0	5060.0
1186	3	100	diffusion_fe_127	885	0.0	19064.0
963	3	206	delay_32	391	0.0	10800.0
1238	3	92	delay_32	392	0.0	14400.0
770	3	265	delay_32	393	0.0	10800.0
489	3	379	dielectric_be_20	778	2018.0	4036.0
1833	4	177	dielectric_fe_130	827	3195.0	6390.0
355	3	426	lithotrack_fe_95	1162	0.0	114.0
2064	4	88	delay_32	394	0.0	14400.0
1518	4	260	lithomet_be_18	1065	0.0	1733.0
992	3	176	de_fe_51	116	0.0	10379.0
1736	4	215	de_be_12	12	0.0	10202.0
861	3	252	de_fe_62	171	0.0	10126.0
183	3	499	de_be_65	63	0.0	5528.0
994	3	195	litho_fe_111	995	115.0	291.0
784	3	273	de_fe_59	151	0.0	4164.0
1775	4	199	litho_fe_92	1023	0.0	140.0
353	3	433	we_be_82	1351	37.0	73.0
1089	3	148	litho_fe_111	997	115.0	305.0
961	3	217	tf_met_fe_61	1329	0.0	363.0
482	3	373	dielectric_fe_130	824	5922.0	8883.0
1227	3	93	implant_88	937	0.0	51.0
1196	3	104	dielectric_fe_30	831	2005.0	4010.0
1082	3	165	defmet_fe_43	373	0.0	829.0
1727	4	210	litho_fe_92	1024	0.0	199.0
1888	4	156	de_fe_86	246	0.0	7410.0
633	3	335	de_fe_86	247	0.0	8443.0
2119	4	60	litho_fe_111	999	115.0	230.0
68	3	530	dielectric_be_21	784	0.0	2152.0
1681	4	235	litho_be_99	980	0.0	141.0
1266	3	77	we_fe_84	1424	0.0	67.0
950	3	219	delay_32	395	0.0	10800.0
1692	4	222	tf_be_40	1282	0.0	4277.0
23	3	566	lithotrack_fe_95	1163	0.0	158.0
2127	4	59	we_fe_108	1378	0.0	71.0
1689	4	235	litho_be_99	978	141.0	282.0
2137	4	54	we_fe_108	1379	0.0	56.0
2082	4	80	litho_fe_111	998	120.0	221.0
1311	3	57	litho_fe_111	986	149.0	264.0
151	3	496	litho_be_110	953	0.0	165.0
1228	3	100	diffusion_fe_127	886	0.0	19064.0
479	3	370	implant_119	915	0.0	64.0
576	3	342	lithotrack_fe_115	1113	0.0	112.0
347	3	426	lithotrack_fe_95	1164	0.0	114.0
779	3	261	dielectric_fe_31	836	0.0	2183.0
1519	4	296	dielectric_be_21	785	0.0	2217.0
507	3	361	litho_fe_92	1025	0.0	194.0
188	3	436	we_be_82	1354	37.0	107.0
1152	3	125	litho_fe_92	1026	0.0	153.0
1308	3	57	litho_fe_111	993	149.0	264.0
1768	4	193	de_fe_86	248	0.0	10223.0
97	3	533	litho_be_110	954	0.0	195.0
294	3	399	lithomet_be_18	1066	0.0	1139.0
1490	4	283	litho_be_110	955	0.0	165.0
1066	3	125	litho_fe_92	1027	0.0	153.0
543	3	361	litho_fe_92	1028	0.0	194.0
1275	3	71	litho_fe_98	1039	198.0	396.0
979	3	192	implant_91	944	0.0	56.0
1781	4	191	litho_reg_fe_64	1052	0.0	1659.0
1342	3	42	delay_32	396	0.0	10800.0
225	3	442	we_be_14	1332	0.0	54.0
1568	4	276	we_be_82	1353	44.0	96.0
999	3	200	implant_128	922	0.0	66.0
56	3	544	de_be_13	33	0.0	4719.0
1241	3	92	delay_32	397	0.0	14400.0
1531	4	315	lithotrack_fe_95	1165	0.0	178.0
1655	4	210	litho_fe_92	1029	0.0	199.0
204	3	469	dielectric_be_21	786	0.0	2275.0
298	3	440	de_be_67	97	0.0	5206.0
1930	4	156	de_fe_86	249	0.0	7410.0
719	3	307	litho_reg_fe_64	1053	0.0	1538.0
853	3	257	dielectric_fe_112	817	0.0	3258.0
1382	3	23	diffusion_fe_44	891	0.0	20999.0
1652	4	252	lithotrack_fe_95	1166	0.0	184.0
247	3	487	dielectric_be_21	787	0.0	2574.0
885	3	256	dielectric_fe_31	836	2183.0	4418.0
2103	4	71	de_fe_86	250	0.0	8349.0
1598	4	285	litho_reg_be_63	1044	0.0	1362.0
173	3	487	dielectric_be_21	788	0.0	2574.0
94	3	538	lithotrack_fe_95	1167	0.0	178.0
1560	4	266	we_be_9	1363	0.0	54.0
293	3	440	de_be_67	98	0.0	5206.0
1896	4	141	litho_fe_111	996	149.0	269.0
1359	3	32	litho_fe_92	1030	0.0	133.0
1254	3	84	litho_fe_111	989	166.0	267.0
1155	3	133	lithotrack_fe_115	1114	0.0	98.0
1960	4	136	lithomet_fe_19	1083	0.0	1509.0
1962	4	141	litho_fe_111	987	176.0	296.0
646	3	318	dielectric_fe_130	825	5922.0	9117.0
754	3	269	defmet_fe_10	366	0.0	1769.0
12	3	575	dielectric_be_28	809	0.0	2090.0
364	3	430	de_be_50	53	0.0	5060.0
1165	3	134	litho_fe_92	1031	0.0	119.0
1355	3	35	de_fe_71	194	0.0	9844.0
696	3	308	de_fe_70	177	0.0	8900.0
492	3	373	dielectric_fe_130	826	6156.0	9117.0
1387	3	19	we_fe_108	1380	0.0	60.0
802	3	274	de_fe_62	172	0.0	3787.0
275	3	451	dielectric_be_20	779	2018.0	5425.0
262	3	449	planar_be_75	1207	0.0	3817.0
1620	4	267	de_be_13	34	0.0	6463.0
295	3	447	tf_be_23	1244	0.0	5219.0
639	3	331	de_fe_86	251	0.0	8529.0
134	3	530	dielectric_be_21	789	0.0	2152.0
813	3	271	implant_128	923	0.0	51.0
1556	4	309	tf_be_40	1283	0.0	4737.0
1662	4	210	litho_fe_92	1032	0.0	199.0
1206	3	100	diffusion_fe_127	887	0.0	19064.0
458	3	389	litho_fe_92	1033	0.0	128.0
150	3	485	planar_be_75	1208	0.0	3848.0
338	3	430	de_be_50	54	0.0	5060.0
227	3	501	de_be_13	35	0.0	5292.0
245	3	501	de_be_13	36	0.0	5292.0
2070	4	88	delay_32	398	0.0	14400.0
1360	3	31	lithotrack_fe_115	1115	0.0	101.0
141	3	495	lithotrack_fe_95	1168	0.0	118.0
1974	4	120	lithotrack_fe_115	1116	0.0	173.0
931	3	206	delay_32	399	0.0	10800.0
956	3	219	delay_32	400	0.0	10800.0
432	3	379	dielectric_be_20	781	3051.0	5069.0
388	3	401	delay_32	401	0.0	10800.0
760	3	282	tf_fe_3	1322	0.0	4822.0
2006	4	108	litho_fe_92	1034	0.0	183.0
2097	4	74	litho_fe_111	988	176.0	342.0
785	3	261	dielectric_fe_31	834	2235.0	4418.0
1993	4	113	de_fe_71	195	0.0	5998.0
1083	3	153	de_fe_86	252	0.0	9947.0
2101	4	67	litho_fe_98	1040	198.0	396.0
2132	4	57	dielectric_fe_112	818	0.0	1999.0
1081	3	164	de_fe_86	253	0.0	9267.0
1020	3	128	de_fe_71	196	0.0	10247.0
508	3	364	de_fe_72	223	0.0	9888.0
2171	4	33	lithotrack_fe_95	1169	0.0	167.0
879	3	252	de_fe_62	173	0.0	10126.0
460	3	398	litho_fe_92	1035	0.0	196.0
817	3	271	implant_128	924	0.0	51.0
1493	4	312	dielectric_be_21	790	0.0	2152.0
1984	4	121	litho_fe_92	1036	0.0	153.0
1179	3	101	planar_fe_77	1227	5172.0	7758.0
1771	4	190	lithomet_fe_19	1084	0.0	1046.0
1517	4	321	de_be_13	37	0.0	4719.0
462	3	386	litho_fe_92	1037	0.0	199.0
1863	4	172	delay_32	402	0.0	7200.0
809	3	266	de_fe_62	174	0.0	8700.0
574	3	348	lithotrack_fe_115	1117	0.0	99.0
96	3	509	dielectric_be_21	784	2152.0	4369.0
1921	4	156	de_fe_86	254	0.0	7410.0
1183	3	112	litho_fe_92	1022	119.0	302.0
637	3	324	litho_fe_111	981	186.0	340.0
2173	4	38	de_fe_71	197	0.0	9844.0
1357	3	34	litho_reg_fe_64	1054	0.0	1278.0
302	3	448	tf_be_40	1284	0.0	3769.0
614	3	336	dielectric_fe_29	830	0.0	2802.0
1195	3	100	diffusion_fe_127	888	0.0	19064.0
643	3	336	dielectric_fe_29	829	2792.0	5594.0
18	3	580	de_be_69	105	0.0	3987.0
1576	4	277	litho_be_110	956	0.0	172.0
326	3	430	de_be_50	55	0.0	5060.0
1048	3	176	de_fe_51	117	0.0	10379.0
306	3	421	dielectric_be_20	780	3407.0	6458.0
2164	4	38	de_fe_71	198	0.0	9844.0
780	3	265	delay_32	403	0.0	10800.0
470	3	389	litho_fe_92	1031	119.0	247.0
1836	4	177	dielectric_fe_130	827	6390.0	9585.0
176	3	512	litho_be_110	957	0.0	156.0
793	3	266	de_fe_62	175	0.0	8700.0
677	3	305	litho_fe_111	982	186.0	372.0
51	3	549	planar_be_75	1209	0.0	4013.0
2178	4	33	lithotrack_fe_95	1170	0.0	167.0
1211	3	100	diffusion_fe_127	889	0.0	19064.0
191	3	517	lithotrack_fe_95	1171	0.0	191.0
1189	3	104	dielectric_fe_30	832	2005.0	4010.0
316	3	429	litho_reg_be_63	1045	0.0	1593.0
1393	3	17	de_fe_1	107	0.0	8114.0
2004	4	114	de_fe_86	255	0.0	9009.0
1954	4	139	de_fe_86	256	0.0	8076.0
2105	4	67	litho_fe_98	1038	285.0	483.0
544	3	362	lithomet_fe_19	1085	0.0	986.0
117	3	464	lithomet_be_18	1067	0.0	1573.0
1796	4	177	dielectric_fe_130	824	8883.0	12078.0
641	3	318	dielectric_fe_130	825	9117.0	12312.0
854	3	241	delay_32	404	0.0	14400.0
1288	3	71	litho_fe_98	1041	285.0	483.0
128	3	523	de_be_13	38	0.0	7050.0
1628	4	259	litho_be_110	958	0.0	154.0
2028	4	93	delay_32	405	0.0	10800.0
440	3	379	dielectric_be_20	782	3407.0	5425.0
155	3	496	litho_be_110	959	0.0	165.0
1852	4	167	de_fe_70	178	0.0	8900.0
45	3	580	de_be_69	106	0.0	3987.0
942	3	158	litho_fe_111	983	186.0	372.0
1859	4	175	delay_32	406	0.0	14400.0
1606	4	251	we_be_82	1355	52.0	96.0
591	3	339	dielectric_fe_31	835	2235.0	5566.0
746	3	270	delay_32	407	0.0	7200.0
1374	3	25	de_fe_51	118	0.0	4349.0
1068	3	148	litho_fe_111	990	186.0	376.0
1700	4	223	we_be_82	1357	57.0	93.0
1791	4	189	litho_fe_92	1033	128.0	326.0
71	3	563	tf_be_2	1238	0.0	3825.0
1303	3	49	we_fe_8	1414	0.0	65.0
1812	4	182	we_fe_84	1425	0.0	52.0
351	3	393	de_be_50	56	0.0	4192.0
584	3	344	litho_fe_92	1007	133.0	288.0
337	3	435	lithotrack_be_117	1097	0.0	171.0
1120	3	146	de_fe_86	257	0.0	8076.0
228	3	471	we_be_82	1359	57.0	99.0
1149	3	112	litho_fe_92	1008	133.0	316.0
384	3	421	dielectric_be_20	778	4036.0	7087.0
377	3	424	we_be_81	1348	0.0	52.0
1398	3	12	litho_fe_92	1019	133.0	291.0
1171	3	112	litho_fe_92	1030	133.0	316.0
1085	3	89	de_fe_86	258	0.0	4934.0
1379	3	23	diffusion_fe_44	892	0.0	20999.0
2030	4	97	planar_fe_77	1226	7758.0	10344.0
110	3	544	de_be_13	39	0.0	4719.0
663	3	305	litho_fe_111	994	186.0	372.0
2157	4	43	delay_32	408	0.0	10800.0
816	3	261	dielectric_fe_31	833	3331.0	5514.0
1468	4	336	de_be_48	44	0.0	7043.0
1507	4	282	lithotrack_fe_95	1172	0.0	118.0
976	3	207	de_fe_53	133	0.0	9853.0
1555	4	228	tf_be_26	1269	0.0	4569.0
1132	3	146	de_fe_86	259	0.0	8076.0
1256	3	82	de_fe_86	260	0.0	8249.0
1460	4	307	lithomet_be_18	1068	0.0	1248.0
1197	3	109	we_fe_83	1416	0.0	64.0
1703	4	215	de_be_12	13	0.0	10202.0
790	3	274	de_fe_62	176	0.0	3787.0
777	3	271	implant_128	925	0.0	51.0
4	3	555	lithotrack_fe_95	1173	0.0	164.0
208	3	487	dielectric_be_21	789	2152.0	4726.0
459	3	378	dielectric_be_60	810	0.0	2989.0
1528	4	310	planar_be_75	1210	0.0	3189.0
181	3	481	we_be_16	1339	0.0	46.0
1697	4	214	delay_32	409	0.0	7200.0
1902	4	156	de_fe_86	261	0.0	7410.0
1395	3	12	litho_fe_92	1015	140.0	298.0
730	3	274	de_fe_62	165	3787.0	7574.0
892	3	252	de_fe_62	172	3787.0	13913.0
986	3	185	de_fe_62	176	3787.0	13966.0
1708	4	226	dielectric_be_20	781	5069.0	8120.0
1965	4	124	de_fe_71	199	0.0	10247.0
1815	4	187	implant_128	926	0.0	51.0
1953	4	129	lithotrack_fe_115	1118	0.0	98.0
1172	3	101	planar_fe_77	1227	7758.0	10344.0
202	3	501	de_be_13	23	4719.0	10011.0
449	3	398	litho_fe_92	1023	140.0	336.0
2158	4	41	we_fe_47	1408	0.0	68.0
982	3	206	delay_32	410	0.0	10800.0
274	3	444	de_be_11	1	0.0	6892.0
1710	4	226	dielectric_be_20	779	5425.0	8476.0
1690	4	235	litho_be_99	979	141.0	282.0
589	3	344	litho_fe_92	1006	153.0	308.0
699	3	305	litho_fe_111	1000	186.0	372.0
73	3	554	we_be_82	1352	70.0	127.0
1325	3	48	delay_32	411	0.0	14400.0
185	3	480	de_be_13	27	4719.0	11182.0
217	3	493	de_be_66	76	0.0	6962.0
2141	4	49	delay_32	412	0.0	14400.0
213	3	438	litho_be_99	980	141.0	282.0
413	3	386	litho_fe_92	1016	153.0	352.0
198	3	495	lithotrack_fe_95	1174	0.0	118.0
216	3	487	dielectric_be_21	790	2152.0	4726.0
1839	4	175	delay_32	413	0.0	14400.0
129	3	535	litho_reg_be_63	1046	0.0	1386.0
156	3	501	de_be_13	29	4719.0	10011.0
1221	3	95	tf_fe_131	1315	0.0	4955.0
603	3	336	dielectric_fe_29	828	2802.0	5604.0
1847	4	160	de_fe_70	179	0.0	4298.0
1983	4	113	de_fe_71	200	0.0	5998.0
1572	4	288	de_be_13	32	4719.0	10011.0
246	3	451	dielectric_be_20	782	5425.0	8832.0
1080	3	169	implant_91	945	0.0	74.0
846	3	241	delay_32	414	0.0	14400.0
1766	4	189	litho_fe_92	1026	153.0	351.0
1239	3	88	we_fe_108	1381	0.0	70.0
1161	3	119	defmet_fe_43	374	0.0	1670.0
1948	4	108	litho_fe_92	1027	153.0	336.0
823	3	265	delay_32	415	0.0	10800.0
1931	4	145	de_fe_86	262	0.0	7571.0
1582	4	288	de_be_13	33	4719.0	10011.0
1749	4	214	delay_32	416	0.0	7200.0
759	3	273	de_fe_59	152	0.0	4164.0
