lot	product	step	tool	machine	start_time	end_time
1533	4	316	litho_be_110	953	0.0	100.0
1675	4	163	lithotrack_fe_115	1103	0.0	180.0
467	3	374	we_fe_41	1403	0.0	61.0
1459	4	337	we_be_14	1331	0.0	46.0
558	3	348	lithotrack_fe_115	1104	0.0	99.0
2196	4	23	we_fe_108	1372	0.0	58.0
2089	4	75	lithomet_fe_19	1078	0.0	1705.0
1812	4	182	we_fe_84	1425	0.0	52.0
1793	4	185	litho_fe_92	1013	0.0	155.0
1314	3	57	litho_fe_111	989	0.0	115.0
479	3	370	implant_119	915	0.0	64.0
1475	4	317	lithomet_be_18	1066	0.0	902.0
92	3	530	dielectric_be_21	785	0.0	2152.0
1597	4	274	dielectric_be_21	786	0.0	2574.0
366	3	403	we_be_7	1347	0.0	41.0
1525	4	290	lithomet_be_18	1067	0.0	1473.0
1735	4	209	lithotrack_fe_115	1105	0.0	103.0
1707	4	226	dielectric_be_20	778	0.0	3051.0
1310	3	57	litho_fe_111	990	0.0	115.0
1997	4	112	implant_128	920	0.0	79.0
2076	4	80	litho_fe_111	991	0.0	101.0
1084	3	119	defmet_fe_43	372	0.0	1670.0
1362	3	30	lithotrack_fe_95	1157	0.0	167.0
1159	3	134	litho_fe_92	1014	0.0	119.0
1394	3	12	litho_fe_92	1015	0.0	158.0
664	3	305	litho_fe_111	992	0.0	186.0
2012	4	100	dielectric_fe_30	831	0.0	2005.0
1753	4	210	litho_fe_92	1016	0.0	199.0
64	3	543	we_be_9	1362	0.0	62.0
637	3	324	litho_fe_111	993	0.0	154.0
1638	4	264	lithotrack_fe_95	1158	0.0	196.0
1630	4	255	litho_reg_be_63	1043	0.0	1186.0
2140	4	53	dielectric_fe_112	814	0.0	2155.0
243	3	452	defmet_be_33	362	0.0	963.0
119	3	530	dielectric_be_21	787	0.0	2152.0
1110	3	148	litho_fe_111	994	0.0	190.0
569	3	361	litho_fe_92	1017	0.0	194.0
1876	4	151	implant_132	927	0.0	79.0
155	3	496	litho_be_110	954	0.0	165.0
1122	3	152	implant_132	928	0.0	55.0
178	3	509	dielectric_be_21	788	0.0	2217.0
497	3	350	litho_fe_92	1018	0.0	140.0
1916	4	162	we_fe_84	1426	0.0	41.0
2006	4	108	litho_fe_92	1019	0.0	183.0
728	3	290	we_fe_84	1427	0.0	66.0
591	3	339	dielectric_fe_31	833	0.0	3331.0
1546	4	298	we_be_82	1355	0.0	43.0
1718	4	232	lithotrack_be_117	1097	0.0	171.0
1281	3	70	we_fe_84	1428	0.0	42.0
541	3	361	litho_fe_92	1020	0.0	194.0
242	3	478	litho_be_110	955	0.0	117.0
1349	3	32	litho_fe_92	1021	0.0	133.0
1148	3	125	litho_fe_92	1022	0.0	153.0
1360	3	31	lithotrack_fe_115	1106	0.0	101.0
993	3	192	implant_91	942	0.0	56.0
1095	3	155	we_fe_108	1373	0.0	62.0
2110	4	67	litho_fe_98	1042	0.0	198.0
1624	4	253	litho_be_93	976	0.0	108.0
1483	4	311	dielectric_be_27	792	0.0	3277.0
1507	4	282	lithotrack_fe_95	1159	0.0	118.0
786	3	279	defmet_fe_10	366	0.0	876.0
1923	4	144	implant_132	929	0.0	86.0
1971	4	141	litho_fe_111	995	0.0	120.0
1492	4	327	dielectric_be_27	793	0.0	2888.0
11	3	555	lithotrack_fe_95	1160	0.0	164.0
181	3	481	we_be_16	1336	0.0	46.0
1505	4	312	dielectric_be_21	789	0.0	2152.0
593	3	339	dielectric_fe_31	834	0.0	3331.0
1438	4	322	we_be_16	1337	0.0	66.0
1335	3	40	we_fe_108	1374	0.0	50.0
595	3	327	implant_128	921	0.0	47.0
2065	4	80	litho_fe_111	996	0.0	101.0
1403	3	10	lithotrack_fe_115	1107	0.0	130.0
1758	4	197	lithotrack_fe_115	1108	0.0	99.0
1979	4	126	we_fe_83	1416	0.0	54.0
240	3	455	lithotrack_fe_95	1161	0.0	87.0
2204	4	15	litho_fe_92	1023	0.0	158.0
1689	4	235	litho_be_99	979	141.0	282.0
2002	4	108	litho_fe_92	1024	0.0	183.0
2117	4	67	litho_fe_98	1039	87.0	285.0
2115	4	65	we_fe_108	1375	0.0	64.0
1782	4	198	lithotrack_fe_115	1109	0.0	195.0
305	3	436	we_be_82	1356	0.0	70.0
1294	3	64	litho_fe_98	1038	198.0	285.0
1907	4	120	lithotrack_fe_115	1110	0.0	173.0
513	3	375	planar_fe_80	1235	0.0	2320.0
1948	4	108	litho_fe_92	1025	0.0	183.0
311	3	438	litho_be_99	980	141.0	282.0
401	3	425	we_be_82	1357	0.0	37.0
1573	4	257	we_be_14	1332	0.0	64.0
4	3	555	lithotrack_fe_95	1162	0.0	164.0
1000	3	192	implant_91	943	0.0	56.0
680	3	304	lithotrack_fe_115	1111	0.0	180.0
672	3	305	litho_fe_111	997	0.0	186.0
12	3	575	dielectric_be_28	806	0.0	2090.0
1590	4	259	litho_be_110	956	0.0	154.0
579	3	339	dielectric_fe_31	835	0.0	3331.0
184	3	489	we_be_82	1358	0.0	52.0
1091	3	168	we_fe_108	1376	0.0	58.0
1248	3	88	we_fe_108	1377	0.0	70.0
607	3	338	we_fe_108	1378	0.0	67.0
2212	4	14	lithotrack_fe_115	1112	0.0	160.0
154	3	496	litho_be_110	957	0.0	165.0
451	3	377	dielectric_be_27	794	0.0	3561.0
469	3	389	litho_fe_92	1026	0.0	128.0
872	3	256	dielectric_fe_31	836	0.0	2235.0
1696	4	233	we_be_82	1359	0.0	70.0
1668	4	248	dielectric_be_60	810	0.0	3248.0
1608	4	265	litho_be_110	958	0.0	117.0
1935	4	150	litho_reg_fe_64	1055	0.0	1680.0
1540	4	299	lithotrack_fe_95	1163	0.0	191.0
2078	4	77	implant_132	930	0.0	79.0
1293	3	64	litho_fe_98	1040	198.0	285.0
2152	4	41	we_fe_47	1409	0.0	68.0
28	3	509	dielectric_be_21	790	0.0	2217.0
1617	4	259	litho_be_110	959	0.0	154.0
2011	4	100	dielectric_fe_30	832	0.0	2005.0
1363	3	30	lithotrack_fe_95	1164	0.0	167.0
1041	3	179	implant_128	922	0.0	58.0
1269	3	78	litho_fe_111	998	0.0	166.0
2175	4	35	litho_fe_92	1027	0.0	133.0
352	3	434	lithotrack_fe_95	1165	0.0	87.0
95	3	538	lithotrack_fe_95	1166	0.0	178.0
1253	3	84	litho_fe_111	999	0.0	101.0
764	3	277	we_fe_47	1410	0.0	69.0
540	3	360	lithotrack_fe_115	1113	0.0	171.0
1372	3	24	defmet_fe_43	373	0.0	382.0
1690	4	235	litho_be_99	978	282.0	423.0
1781	4	191	litho_reg_fe_64	1056	0.0	1659.0
1402	3	12	litho_fe_92	1028	0.0	158.0
1245	3	87	implant_132	931	0.0	79.0
1961	4	108	litho_fe_92	1029	0.0	183.0
2182	4	33	lithotrack_fe_95	1167	0.0	167.0
973	3	200	implant_128	923	0.0	66.0
1003	3	195	litho_fe_111	1000	0.0	176.0
1152	3	125	litho_fe_92	1030	0.0	153.0
256	3	458	litho_reg_be_63	1044	0.0	1446.0
191	3	517	lithotrack_fe_95	1168	0.0	191.0
2174	4	35	litho_fe_92	1031	0.0	133.0
1230	3	84	litho_fe_111	1001	0.0	101.0
1089	3	148	litho_fe_111	1002	0.0	190.0
1700	4	223	we_be_82	1360	0.0	36.0
1498	4	315	lithotrack_fe_95	1169	0.0	178.0
226	3	456	litho_be_93	977	0.0	125.0
1681	4	235	litho_be_99	979	282.0	423.0
1598	4	285	litho_reg_be_63	1045	0.0	1362.0
9	3	576	we_be_82	1354	36.0	105.0
1321	3	54	dielectric_fe_112	815	0.0	1999.0
1968	4	108	litho_fe_92	1032	0.0	183.0
1244	3	90	we_fe_108	1379	0.0	42.0
503	3	348	lithotrack_fe_115	1114	0.0	99.0
336	3	437	lithotrack_fe_95	1170	0.0	149.0
968	3	225	implant_91	944	0.0	75.0
422	3	387	lithotrack_fe_115	1115	0.0	109.0
1667	4	235	litho_be_99	980	282.0	423.0
25	3	551	dielectric_be_28	807	0.0	2751.0
2007	4	107	lithotrack_fe_115	1116	0.0	160.0
1469	4	316	litho_be_110	960	0.0	100.0
1396	3	12	litho_fe_92	1033	0.0	158.0
989	3	200	implant_128	924	0.0	66.0
1674	4	230	we_be_82	1360	36.0	73.0
2118	4	60	litho_fe_111	981	101.0	216.0
1117	3	139	defmet_fe_43	374	0.0	1715.0
683	3	305	litho_fe_111	983	101.0	287.0
1851	4	148	litho_fe_111	991	101.0	250.0
2	3	537	we_be_9	1363	0.0	59.0
1627	4	263	we_be_9	1364	0.0	66.0
1285	3	71	litho_fe_98	1041	198.0	396.0
426	3	385	lithotrack_fe_115	1117	0.0	103.0
196	3	451	dielectric_be_20	779	0.0	3407.0
1566	4	281	we_be_9	1365	0.0	45.0
1331	3	49	we_fe_8	1415	0.0	65.0
1600	4	264	lithotrack_fe_95	1171	0.0	196.0
432	3	379	dielectric_be_20	780	0.0	2018.0
1559	4	298	we_be_82	1357	37.0	80.0
998	3	192	implant_91	945	0.0	56.0
17	3	576	we_be_82	1353	42.0	111.0
1088	3	84	litho_fe_111	996	101.0	202.0
1434	4	332	lithotrack_fe_95	1172	0.0	164.0
198	3	495	lithotrack_fe_95	1173	0.0	118.0
948	3	227	lithotrack_fe_115	1118	0.0	177.0
1270	3	78	litho_fe_111	999	101.0	267.0
2199	4	19	implant_128	925	0.0	68.0
817	3	271	implant_128	926	0.0	51.0
1662	4	210	litho_fe_92	1034	0.0	199.0
1236	3	88	we_fe_108	1380	0.0	70.0
460	3	398	litho_fe_92	1035	0.0	196.0
1149	3	112	litho_fe_92	1036	0.0	183.0
947	3	216	epi_36	912	0.0	52.0
438	3	391	litho_reg_be_63	1046	0.0	1559.0
2113	4	67	litho_fe_98	1042	198.0	396.0
1192	3	111	lithotrack_fe_115	1119	0.0	160.0
113	3	508	dielectric_be_27	795	0.0	2886.0
475	3	386	litho_fe_92	1037	0.0	199.0
1682	4	230	we_be_82	1355	43.0	80.0
1477	4	327	dielectric_be_27	796	0.0	2888.0
1972	4	141	litho_fe_111	1001	101.0	221.0
2180	4	33	lithotrack_fe_95	1174	0.0	167.0
1660	4	213	lithotrack_fe_95	1175	0.0	194.0
1594	4	263	we_be_9	1366	0.0	66.0
548	3	350	litho_fe_92	1008	119.0	259.0
700	3	305	litho_fe_111	989	115.0	301.0
1966	4	141	litho_fe_111	990	115.0	235.0
2133	4	55	dielectric_fe_112	816	0.0	2696.0
1778	4	210	litho_fe_92	1014	119.0	318.0
47	3	554	we_be_82	1351	52.0	109.0
2091	4	75	lithomet_fe_19	1079	0.0	1705.0
1552	4	300	litho_be_110	961	0.0	158.0
1864	4	164	litho_fe_111	988	120.0	306.0
170	3	496	litho_be_110	962	0.0	165.0
1956	4	141	litho_fe_111	995	120.0	240.0
1714	4	226	dielectric_be_20	781	0.0	3051.0
1063	3	166	we_fe_108	1381	0.0	52.0
877	3	242	we_fe_47	1411	0.0	69.0
1280	3	71	litho_fe_98	1038	285.0	483.0
236	3	496	litho_be_110	963	0.0	165.0
1953	4	129	lithotrack_fe_115	1120	0.0	98.0
1247	3	84	litho_fe_111	993	154.0	255.0
2170	4	35	litho_fe_92	1005	128.0	261.0
1432	4	332	lithotrack_fe_95	1176	0.0	164.0
1644	4	258	we_be_82	1352	52.0	122.0
1683	4	233	we_be_82	1358	52.0	122.0
695	3	305	litho_fe_111	984	166.0	352.0
312	3	441	we_be_16	1338	0.0	67.0
197	3	350	litho_fe_92	1010	128.0	268.0
1126	3	139	defmet_fe_43	375	0.0	1715.0
1819	4	164	litho_fe_111	986	166.0	352.0
1145	3	139	defmet_fe_43	376	0.0	1715.0
1745	4	189	litho_fe_92	1026	128.0	326.0
1400	3	11	lithotrack_fe_115	1121	0.0	160.0
2072	4	83	implant_132	932	0.0	79.0
309	3	418	we_be_82	1356	70.0	106.0
169	3	533	litho_be_110	964	0.0	195.0
589	3	344	litho_fe_92	1007	133.0	288.0
105	3	541	litho_reg_be_63	1047	0.0	1610.0
252	3	454	we_be_82	1359	70.0	114.0
108	3	532	we_be_82	1360	73.0	112.0
1865	4	164	litho_fe_111	998	166.0	352.0
1271	3	74	implant_132	933	0.0	63.0
2077	4	80	litho_fe_111	1000	176.0	277.0
1370	3	28	we_fe_83	1417	0.0	56.0
1276	3	71	litho_fe_98	1039	285.0	483.0
273	3	432	we_be_81	1348	0.0	68.0
2213	4	15	litho_fe_92	1021	133.0	291.0
803	3	271	implant_128	919	47.0	98.0
2224	4	5	defmet_fe_118	368	0.0	1792.0
1773	4	185	litho_fe_92	1027	133.0	288.0
294	3	399	lithomet_be_18	1068	0.0	1139.0
254	3	455	lithotrack_fe_95	1177	0.0	87.0
1288	3	71	litho_fe_98	1040	285.0	483.0
1263	3	77	we_fe_84	1429	0.0	67.0
1877	4	164	litho_fe_111	982	186.0	372.0
1242	3	84	litho_fe_111	987	186.0	287.0
578	3	346	implant_128	921	47.0	98.0
1783	4	191	litho_reg_fe_64	1057	0.0	1659.0
754	3	269	defmet_fe_10	365	544.0	2313.0
1266	3	77	we_fe_84	1430	0.0	67.0
1128	3	115	litho_reg_fe_64	1058	0.0	1517.0
1239	3	88	we_fe_108	1382	0.0	70.0
1826	4	169	we_fe_108	1383	0.0	66.0
709	3	302	we_fe_108	1384	0.0	53.0
1977	4	125	we_fe_108	1385	0.0	63.0
494	3	377	dielectric_be_27	797	0.0	3561.0
1397	3	12	litho_fe_92	1031	133.0	291.0
1628	4	259	litho_be_110	965	0.0	154.0
355	3	426	lithotrack_fe_95	1178	0.0	114.0
1558	4	298	we_be_82	1355	80.0	123.0
2197	4	15	litho_fe_92	1009	140.0	298.0
1967	4	130	litho_fe_92	1018	140.0	259.0
213	3	438	litho_be_99	978	423.0	564.0
1900	4	166	litho_reg_fe_64	1059	0.0	1538.0
2088	4	75	lithomet_fe_19	1080	0.0	1705.0
1655	4	210	litho_fe_92	1022	153.0	352.0
1642	4	201	litho_reg_fe_64	1060	0.0	1167.0
465	3	386	litho_fe_92	1030	153.0	352.0
2093	4	74	litho_fe_111	992	186.0	352.0
1178	3	112	litho_fe_92	1006	155.0	338.0
230	3	496	litho_be_110	966	0.0	165.0
1998	4	108	litho_fe_92	1011	155.0	338.0
1797	4	189	litho_fe_92	1012	155.0	353.0
2101	4	67	litho_fe_98	1041	396.0	594.0
1780	4	198	lithotrack_fe_115	1122	0.0	195.0
1676	4	247	dielectric_be_27	798	0.0	2562.0
1844	4	164	litho_fe_111	997	186.0	372.0
1643	4	234	lithotrack_fe_95	1179	0.0	149.0
324	3	438	litho_be_99	979	423.0	564.0
1464	4	307	lithomet_be_18	1069	0.0	1248.0
1292	3	64	litho_fe_98	1042	396.0	483.0
687	3	305	litho_fe_111	985	190.0	376.0
1970	4	125	we_fe_108	1386	0.0	63.0
629	3	327	implant_128	917	51.0	98.0
663	3	305	litho_fe_111	994	190.0	376.0
1750	4	213	lithotrack_fe_95	1180	0.0	194.0
62	3	555	lithotrack_fe_95	1181	0.0	164.0
434	3	389	litho_fe_92	1013	155.0	283.0
1892	4	164	litho_fe_111	1002	190.0	376.0
576	3	342	lithotrack_fe_115	1123	0.0	112.0
1485	4	331	we_be_82	1357	80.0	137.0
496	3	378	dielectric_be_60	811	0.0	2989.0
1449	4	339	lithomet_be_18	1070	0.0	1212.0
1906	4	166	litho_reg_fe_64	1061	0.0	1538.0
1103	3	148	litho_fe_111	996	202.0	392.0
470	3	389	litho_fe_92	1015	158.0	286.0
109	3	524	we_be_16	1339	0.0	63.0
1296	3	64	litho_fe_98	1038	483.0	570.0
491	3	379	dielectric_be_20	782	0.0	2018.0
2123	4	60	litho_fe_111	981	216.0	331.0
1036	3	165	defmet_fe_43	377	0.0	829.0
994	3	195	litho_fe_111	1001	221.0	397.0
1115	3	144	defmet_fe_10	366	876.0	2630.0
140	3	512	litho_be_110	967	0.0	156.0
2179	4	35	litho_fe_92	1023	158.0	291.0
283	3	450	dielectric_be_27	799	0.0	2562.0
534	3	360	lithotrack_fe_115	1124	0.0	171.0
1129	3	129	we_fe_108	1387	0.0	63.0
1784	4	189	litho_fe_92	1028	158.0	356.0
719	3	307	litho_reg_fe_64	1062	0.0	1538.0
1631	4	276	we_be_82	1354	105.0	157.0
278	3	454	we_be_82	1356	106.0	150.0
1775	4	199	litho_fe_92	1033	158.0	298.0
738	3	305	litho_fe_111	990	235.0	421.0
1880	4	164	litho_fe_111	995	240.0	426.0
893	3	225	implant_91	946	0.0	75.0
393	3	408	lithotrack_fe_95	1182	0.0	194.0
2100	4	67	litho_fe_98	1039	483.0	681.0
2105	4	67	litho_fe_98	1040	483.0	681.0
908	3	245	tf_met_fe_61	1330	0.0	469.0
1647	4	258	we_be_82	1351	109.0	179.0
167	3	496	litho_be_110	968	0.0	165.0
1686	4	233	we_be_82	1353	111.0	181.0
507	3	361	litho_fe_92	1019	183.0	377.0
286	3	454	we_be_82	1360	112.0	156.0
1639	4	253	litho_be_93	976	108.0	216.0
2126	4	55	dielectric_fe_112	817	0.0	2696.0
1874	4	121	litho_fe_92	1024	183.0	336.0
2082	4	80	litho_fe_111	991	250.0	351.0
1588	4	277	litho_be_110	969	0.0	172.0
2003	4	104	implant_91	942	56.0	130.0
389	3	378	dielectric_be_60	812	0.0	2989.0
2111	4	65	we_fe_108	1388	0.0	64.0
2136	4	53	dielectric_fe_112	818	0.0	2155.0
172	3	533	litho_be_110	970	0.0	195.0
622	3	320	planar_fe_76	1223	0.0	3350.0
394	3	425	we_be_82	1359	114.0	151.0
1107	3	151	litho_fe_35	1003	0.0	121.0
1197	3	109	we_fe_83	1418	0.0	64.0
1878	4	164	litho_fe_111	993	255.0	441.0
19	3	578	lithomet_be_18	1071	0.0	1503.0
1311	3	57	litho_fe_111	999	267.0	382.0
1171	3	112	litho_fe_92	1025	183.0	366.0
1368	3	30	lithotrack_fe_95	1183	0.0	167.0
1975	4	130	litho_fe_92	1029	183.0	302.0
423	3	389	litho_fe_92	1032	183.0	311.0
1441	4	331	we_be_82	1352	122.0	179.0
1067	3	158	litho_fe_111	1000	277.0	463.0
49	3	551	dielectric_be_28	808	0.0	2751.0
1388	3	19	we_fe_108	1389	0.0	60.0
1861	4	169	we_fe_108	1390	0.0	66.0
743	3	283	implant_90	939	0.0	69.0
1960	4	136	lithomet_fe_19	1081	0.0	1509.0
2139	4	50	we_fe_8	1414	47.0	112.0
1886	4	121	litho_fe_92	1036	183.0	336.0
445	3	385	lithotrack_fe_115	1125	0.0	103.0
1939	4	148	litho_fe_111	983	287.0	436.0
985	3	197	litho_reg_fe_64	1063	0.0	1226.0
584	3	344	litho_fe_92	1017	194.0	349.0
124	3	528	planar_be_75	1203	0.0	3189.0
1992	4	108	litho_fe_92	1020	194.0	377.0
1116	3	148	litho_fe_111	987	287.0	477.0
40	3	555	lithotrack_fe_95	1184	0.0	164.0
1521	4	298	we_be_82	1358	122.0	165.0
1578	4	294	planar_be_75	1204	0.0	3081.0
874	3	255	defmet_fe_43	373	382.0	2103.0
189	3	463	we_be_16	1340	0.0	70.0
37	3	575	dielectric_be_28	809	0.0	2090.0
1272	3	74	implant_132	934	0.0	63.0
617	3	326	litho_reg_fe_64	1064	0.0	1438.0
439	3	389	litho_fe_92	1035	196.0	324.0
911	3	227	lithotrack_fe_115	1126	0.0	177.0
954	3	200	implant_128	926	51.0	117.0
934	3	225	implant_91	943	56.0	131.0
100	3	524	we_be_16	1341	0.0	63.0
1113	3	148	litho_fe_111	989	301.0	491.0
1250	3	84	litho_fe_111	988	306.0	407.0
741	3	283	implant_90	940	0.0	69.0
920	3	225	implant_91	945	56.0	131.0
1798	4	198	lithotrack_fe_115	1127	0.0	195.0
1398	3	12	litho_fe_92	1016	199.0	357.0
1564	4	263	we_be_9	1367	0.0	66.0
317	3	291	lithotrack_fe_95	1185	0.0	102.0
1701	4	230	we_be_82	1355	123.0	160.0
1055	3	148	litho_fe_111	981	331.0	521.0
997	3	195	litho_fe_111	991	351.0	527.0
1653	4	235	litho_be_99	980	423.0	564.0
404	3	426	lithotrack_fe_95	1186	0.0	114.0
909	3	243	epi_38	914	0.0	64.0
1279	3	71	litho_fe_98	1042	483.0	681.0
1458	4	331	we_be_82	1357	137.0	194.0
2106	4	67	litho_fe_98	1038	570.0	768.0
1592	4	287	we_be_9	1365	45.0	108.0
2230	4	4	we_fe_84	1431	0.0	68.0
901	3	248	we_fe_84	1432	0.0	62.0
1012	3	149	lithomet_fe_19	1082	0.0	1317.0
168	3	511	we_be_82	1356	150.0	193.0
2178	4	33	lithotrack_fe_95	1187	0.0	167.0
725	3	304	lithotrack_fe_115	1128	0.0	180.0
266	3	437	lithotrack_fe_95	1188	0.0	149.0
942	3	158	litho_fe_111	984	352.0	538.0
152	3	520	litho_reg_be_63	1048	0.0	1728.0
564	3	350	litho_fe_92	1034	199.0	339.0
1395	3	12	litho_fe_92	1037	199.0	357.0
919	3	247	implant_119	916	0.0	69.0
190	3	490	litho_be_110	971	0.0	172.0
1254	3	84	litho_fe_111	986	352.0	453.0
1901	4	164	litho_fe_111	992	352.0	538.0
2229	4	4	we_fe_84	1433	0.0	68.0
1318	3	57	litho_fe_111	998	352.0	467.0
377	3	424	we_be_81	1349	0.0	52.0
146	3	500	we_be_9	1361	54.0	117.0
1509	4	316	litho_be_110	972	0.0	100.0
895	3	239	we_fe_108	1391	0.0	36.0
1436	4	331	we_be_82	1359	151.0	208.0
1484	4	318	litho_reg_be_63	1049	0.0	1610.0
485	3	377	dielectric_be_27	800	0.0	3561.0
313	3	438	litho_be_99	978	564.0	705.0
1903	4	164	litho_fe_111	982	372.0	558.0
1779	4	199	litho_fe_92	1008	259.0	399.0
1297	3	64	litho_fe_98	1041	594.0	681.0
2143	4	53	dielectric_fe_112	819	0.0	2155.0
462	3	386	litho_fe_92	1018	259.0	458.0
1121	3	143	lithomet_fe_19	1083	0.0	1509.0
975	3	204	defmet_fe_10	365	2313.0	2625.0
52	3	532	we_be_82	1360	156.0	195.0
320	3	468	dielectric_be_27	801	0.0	3456.0
1995	4	108	litho_fe_92	1005	261.0	444.0
2130	4	56	we_fe_108	1392	0.0	64.0
1287	3	71	litho_fe_98	1039	681.0	879.0
2176	4	33	lithotrack_fe_95	1189	0.0	167.0
2061	4	80	litho_fe_111	997	372.0	473.0
1761	4	205	we_fe_47	1412	0.0	61.0
971	3	210	we_fe_108	1393	0.0	43.0
323	3	450	dielectric_be_27	802	0.0	2562.0
1550	4	289	we_be_16	1342	0.0	54.0
483	3	374	we_fe_41	1404	0.0	61.0
316	3	429	litho_reg_be_63	1050	0.0	1593.0
131	3	518	litho_be_110	973	0.0	158.0
691	3	304	lithotrack_fe_115	1129	0.0	180.0
616	3	333	we_fe_41	1405	0.0	44.0
222	3	489	we_be_82	1354	157.0	209.0
442	3	383	we_be_82	1355	160.0	231.0
1766	4	189	litho_fe_92	1010	268.0	466.0
1249	3	84	litho_fe_111	985	376.0	477.0
138	3	490	litho_be_110	974	0.0	172.0
1375	3	24	defmet_fe_43	377	829.0	1211.0
1727	4	210	litho_fe_92	1013	283.0	482.0
350	3	426	lithotrack_fe_95	1190	0.0	114.0
552	3	348	lithotrack_fe_115	1130	0.0	99.0
573	3	342	lithotrack_fe_115	1131	0.0	112.0
1260	3	84	litho_fe_111	994	376.0	477.0
1713	4	210	litho_fe_92	1015	286.0	485.0
1934	4	141	litho_fe_111	1002	376.0	496.0
1562	4	302	litho_reg_be_63	1043	1186.0	2914.0
1002	3	195	litho_fe_111	999	382.0	558.0
1404	3	8	we_fe_83	1419	0.0	62.0
970	3	220	we_fe_108	1394	0.0	46.0
1029	3	179	implant_128	918	53.0	111.0
2161	4	41	we_fe_47	1413	0.0	68.0
684	3	311	we_fe_41	1406	0.0	36.0
1774	4	189	litho_fe_92	1007	288.0	486.0
232	3	454	we_be_82	1358	165.0	209.0
195	3	498	litho_reg_be_63	1045	1362.0	2724.0
2134	4	51	we_fe_83	1420	0.0	57.0
