lot	product	step	tool	machine	start_time	end_time
9	3	571	we_be_14	182	30892.0	30936.0
5	3	580	de_be_69	17	15371.0	19358.0
21	4	328	dielectric_be_28	63	22845.0	25596.0
17	4	339	lithomet_be_18	132	21236.0	22448.0
18	4	338	we_be_16	183	25383.0	25444.0
19	4	336	de_be_48	7	33082.0	40125.0
20	4	331	we_be_82	190	49137.0	49194.0
8	3	577	litho_be_110	113	23001.0	23149.0
10	3	567	litho_be_110	113	23149.0	23295.0
16	4	341	tf_be_26	161	33526.0	37338.0
15	4	342	we_be_82	191	33526.0	33573.0
9	3	572	we_be_16	184	30936.0	30980.0
5	3	581	delay_32	55	25587.0	32787.0
21	4	329	diffusion_be_123	76	26081.0	52162.0
17	4	340	tf_be_2	156	22448.0	26273.0
18	4	339	lithomet_be_18	132	25444.0	26656.0
19	4	337	we_be_14	181	40125.0	40171.0
20	4	332	lithotrack_fe_95	139	49194.0	49358.0
8	3	578	lithomet_be_18	132	26656.0	28159.0
10	3	568	lithomet_be_18	132	28159.0	29617.0
16	4	342	we_be_82	191	37338.0	37385.0
9	3	573	defmet_be_42	44	30980.0	31471.0
5	3	582	we_be_17	186	32787.0	32825.0
21	4	330	tf_be_26	161	52162.0	55795.0
17	4	341	tf_be_26	162	49137.0	52949.0
18	4	340	tf_be_2	155	26656.0	30481.0
19	4	338	we_be_16	183	40171.0	40232.0
20	4	333	litho_be_110	113	49358.0	49543.0
8	3	579	litho_reg_be_63	127	28159.0	29069.0
10	3	569	litho_reg_be_63	127	29617.0	31105.0
9	3	574	lithomet_be_18	132	31471.0	32599.0
21	4	331	we_be_82	191	55795.0	55852.0
17	4	342	we_be_82	190	52949.0	52996.0
18	4	341	tf_be_26	162	52949.0	56761.0
19	4	339	lithomet_be_18	131	40232.0	41444.0
20	4	334	lithomet_be_18	132	49543.0	50780.0
8	3	580	de_be_69	16	29069.0	33056.0
10	3	570	de_be_48	6	31105.0	40868.0
9	3	575	dielectric_be_28	62	32599.0	34689.0
21	4	332	lithotrack_fe_95	140	55852.0	56016.0
18	4	342	we_be_82	190	56761.0	56808.0
19	4	340	tf_be_2	156	41444.0	45269.0
20	4	335	litho_reg_be_63	127	50780.0	52505.0
8	3	581	delay_32	54	33056.0	40256.0
10	3	571	we_be_14	182	40868.0	40912.0
9	3	576	we_be_82	191	55852.0	55921.0
21	4	333	litho_be_110	114	56016.0	56201.0
19	4	341	tf_be_26	161	55795.0	59607.0
20	4	336	de_be_48	7	52505.0	59548.0
8	3	582	we_be_17	185	40256.0	40294.0
10	3	572	we_be_16	184	40912.0	40956.0
9	3	577	litho_be_110	113	55921.0	56069.0
21	4	334	lithomet_be_18	131	56201.0	57438.0
19	4	342	we_be_82	191	59607.0	59654.0
20	4	337	we_be_14	181	59548.0	59594.0
10	3	573	defmet_be_42	44	40956.0	41447.0
9	3	578	lithomet_be_18	132	56069.0	57572.0
21	4	335	litho_reg_be_63	128	57438.0	59163.0
20	4	338	we_be_16	183	59594.0	59655.0
10	3	574	lithomet_be_18	131	57438.0	58566.0
9	3	579	litho_reg_be_63	127	57572.0	58482.0
21	4	336	de_be_48	6	59163.0	66206.0
20	4	339	lithomet_be_18	132	59655.0	60867.0
10	3	575	dielectric_be_28	63	58566.0	60656.0
9	3	580	de_be_69	17	58482.0	62469.0
21	4	337	we_be_14	182	66206.0	66252.0
20	4	340	tf_be_2	155	60867.0	64692.0
10	3	576	we_be_82	190	60656.0	60725.0
9	3	581	delay_32	55	62469.0	69669.0
21	4	338	we_be_16	184	66252.0	66313.0
20	4	341	tf_be_26	162	64692.0	68504.0
10	3	577	litho_be_110	113	60725.0	60873.0
9	3	582	we_be_17	186	69669.0	69707.0
21	4	339	lithomet_be_18	131	66313.0	67525.0
20	4	342	we_be_82	191	68504.0	68551.0
10	3	578	lithomet_be_18	132	60873.0	62376.0
21	4	340	tf_be_2	156	67525.0	71350.0
10	3	579	litho_reg_be_63	127	62376.0	63286.0
21	4	341	tf_be_26	161	71350.0	75162.0
10	3	580	de_be_69	16	63286.0	67273.0
21	4	342	we_be_82	190	75162.0	75209.0
10	3	581	delay_32	54	67273.0	74473.0
10	3	582	we_be_17	185	74473.0	74511.0
